,train,validation,test
02HD021,0.0,0.04175222450376459,0.9370294318959617
02HD022,0.0,0.04175222450376459,0.999771845767739
02HD023,0.0,0.04175222450376459,1.0
02HD024,0.0,0.0,0.14807209673739452
02HE001,0.8010495094684007,0.0,0.0
02HE003,0.0,0.0,0.0
02HE004,0.0,0.04677161761350668,0.9308692676249144
02HF004,0.81222906684919,0.0,0.0
02HG001,1.0,0.9377138945927447,0.0
02HG003,0.0,0.04175222450376459,0.7081907369381701
02HH003,0.0,0.1957563312799453,0.9377138945927447
02HJ001,1.0,1.0,0.9988592288386949
02HJ005,0.0,0.270590919461556,0.9831165868126853
02HJ006,0.0,0.04175222450376459,1.0
02HJ007,0.0,0.04175222450376459,1.0
02HK007,1.0,1.0,1.0
02HK008,0.9345197353410906,0.5482546201232033,1.0
02HK015,0.0,0.04175222450376459,1.0
02HK016,0.0,0.04175222450376459,1.0
02HK017,0.0,0.04175222450376459,0.9655487109285877
02HL003,1.0,1.0,1.0
02HL004,1.0,1.0,1.0
02HL005,1.0,1.0,1.0
02HL006,0.6281086014145563,0.0,0.0
02HL008,0.0,0.04175222450376459,1.0
02HL102,0.0,0.0,0.0
02HL103,0.0,0.0,0.0
02HM004,1.0,1.0,0.9952087611225188
02HM005,1.0,1.0,1.0
02HM009,0.28952772073921973,0.38101756787588414,1.0
02HM011,0.0,0.06228610540725532,0.9963495322838238
02JB003,0.0,0.0,0.0
02JB004,0.0,0.0,0.0
02JB013,0.999315537303217,0.9926990645676478,0.5879534565366187
02JC008,1.0,1.0,0.9372575861282226
02JC009,0.0,0.0,0.0
02JE014,0.0,0.0,0.0
02JE027,0.0,0.06228610540725532,0.9377138945927447
02KA003,0.9566506958704084,0.03696098562628336,0.0
02KA005,0.40999315537303216,0.0,0.0
02KA009,0.37759525439196895,0.0,0.0
02KA015,0.0,0.0,0.7499429614419347
02KC014,0.19780971937029435,0.0,0.0
02KC018,0.0,0.0,0.8462240474560803
02KD002,0.9128450832762948,0.013232945471138513,1.0
02KF011,1.0,0.9365731234314396,1.0
02KF015,0.433721195528177,0.10449463837554185,1.0
02KF016,0.5491672370522473,1.0,1.0
02KF017,0.08441706593657317,0.565822496007301,1.0
02LA007,1.0,1.0,1.0
02LA008,0.0,0.0,0.0
02LA013,0.07118412046543465,0.0,0.0
02LB006,1.0,0.9755874971480721,0.8343600273785079
02LB007,1.0,0.999087383070956,0.894592744695414
02LB008,1.0,0.8882044261921058,0.9634953228382387
02LB018,0.31918777093315076,0.21788729180926303,0.2347707049965777
02LB020,1.0,0.5001140771161305,1.0
02LB022,1.0,0.5001140771161305,1.0
02LB032,0.0,0.12046543463381243,0.8943645904631531
02LC020,0.0,0.0,0.0
02LC025,0.18640200775724391,0.0,0.0
02LC043,1.0,0.9769564225416382,0.4163814738763404
02LD001,0.0,0.0,0.0
02LD002,0.0,0.0,0.0
02LD005,1.0,1.0,0.5608031028975587
02LG005,0.9920146018708647,0.9963495322838238,0.5881816107688798
02LH004,1.0,0.5833903718913986,0.0
02LH012,0.0,0.0,0.0
02LH013,0.0,0.0,0.0
02LH032,0.0,0.1556011864020077,0.5881816107688798
02MA001,0.0,0.01825233858088071,0.7524526579968058
02MB006,0.8986995208761123,0.3538672142368241,0.9644079397672827
02MB010,0.22997946611909648,0.568560346794433,0.9988592288386949
02MC001,1.0,1.0,1.0
02MC024,1.0,0.02099018936801278,0.0
02MC025,0.0,0.0,0.0
02MC026,0.9208304814054301,1.0,0.9377138945927447
02MC027,0.10426648414328088,0.031485284052019114,1.0
02MC028,0.7800593201003878,0.3538672142368241,0.9655487109285877
02MC030,0.06935888660734657,0.07529089664613275,0.18548939082819982
02MC036,0.0,0.3048140543007073,1.0
02NE007,0.0,0.0,0.0
02NE011,1.0,0.6059776408852384,0.5881816107688798
02NF003,1.0,0.999543691535478,0.5881816107688798
02NF004,0.0,0.0,0.0
02OA025,0.48642482318047,0.0,0.0
02OA030,0.6078028747433265,0.0,0.0
02OA055,0.4663472507415013,0.0,0.0
02OA056,0.0,0.0,0.0
02OA057,0.9815195071868583,0.9840292037417294,0.5881816107688798
02OA059,0.0,0.0,0.0
02OA062,0.0,0.0,0.0
02OA078,0.0,0.0,0.0
02OA085,0.0,0.0,0.0
02OA090,0.0,0.0,0.0
02OB033,0.17385352498288842,0.4980606890257814,0.0
02OB037,1.0,1.0,0.5881816107688798
02OC019,0.2105863563769108,0.2365959388546658,0.0
02OD003,1.0,0.8206707734428473,0.0
02OD011,0.15970796258270592,0.0,0.0
02OD013,0.0,0.0,0.0
02OD018,0.0,0.0,0.0
02OE013,0.0,0.0,0.0
02OE018,0.9949806068902578,0.02099018936801278,0.0
02OE027,1.0,1.0,0.568560346794433
02OE035,0.0,0.0,0.0
02OE036,0.0,0.0,0.0
02OE050,0.0,0.0,0.0
02OF021,0.0,0.0,0.0
02OG017,0.0,0.0,0.0
02OG018,0.0,0.0,0.0
02OG026,1.0,0.9208304814054301,0.5612594113620808
02OG030,0.0,0.0,0.0
02OG036,0.0,0.0,0.0
02OG037,0.1391740816792152,0.0,0.0
02OG046,0.1457905544147844,0.25256673511293637,0.0
02OH008,1.0,0.9972621492128679,0.163130276066621
02OH011,0.0,0.24458133698380102,0.0
02OJ001,0.0,0.0,0.0
02OJ007,1.0,1.0,0.9988592288386949
02OJ023,0.0,0.0,0.0
02OJ024,1.0,0.9988592288386949,0.5717545060460871
02PA006,0.05384439881359804,0.0,0.0
02PA007,1.0,1.0,0.5831622176591376
02PB004,0.0,0.0,0.0
02PB005,0.0,0.0,0.0
02PB007,0.0,0.0,0.0
02PB033,0.0,0.0,0.0
02PC009,0.9977184576773899,0.49988592288386946,0.0
02PC015,0.16678074378279717,0.0,0.0
02PC017,0.0,0.32010038786219486,0.5877253023043578
02PC018,0.5007985398129136,0.9012092174309834,0.405658224960073
02PD002,1.0,0.999315537303217,0.5881816107688798
02PD012,1.0,0.8797627195984485,0.568788501026694
02PD013,1.0,0.8948208989276751,0.5829340634268766
02PD014,0.9924709103353867,0.7225644535706137,0.432808578599133
02PD015,0.9879078256901666,0.6853753137120693,0.2765229295003422
02PE014,0.9609856262833676,0.9587040839607575,0.5523613963039015
02PE015,0.0,0.0,0.0
02PG004,0.0,0.0,0.0
02PG006,1.0,0.999315537303217,0.5881816107688798
02PG019,0.0,0.0,0.0
02PG022,1.0,0.9835728952772074,0.5854437599817477
02PJ007,1.0,0.8304814054300708,0.0
02PJ027,0.12548482774355463,0.0,0.0
02PJ028,0.0,0.0,0.0
02PJ029,0.0,0.0,0.0
02PJ030,0.919233401779603,0.999771845767739,0.5881816107688798
02PJ033,0.0,0.0,0.0
02PJ034,0.21195528177047684,0.9295003422313484,0.5366187542778919
02PJ036,0.0,0.0,0.0
02PJ037,0.0,0.0,0.0
02PJ039,0.0,0.0,0.0
02PJ040,0.0,0.0,0.0
02PK005,0.8868355007985398,0.5833903718913986,0.0
02PK007,0.0,0.0,0.0
02PK009,0.0,0.0,0.564909879078257
02PL001,0.0,0.0,0.0
02PL005,1.0,0.9869952087611226,0.5879534565366187
02PL007,0.9007529089664613,0.5318275154004106,0.0
02PL009,0.8498745151722564,0.7718457677389916,0.0
02PL011,0.0,0.0,0.0
02PL012,0.5377595254391969,0.06753365274925849,0.0
02PL015,0.0,0.015742642026009612,0.082363677846224
02PL016,0.0,0.3812457221081451,0.0
02QA002,1.0,0.9822039698836413,0.5881816107688798
02QA017,1.0,0.3874058863791924,0.0
02QA026,0.0,0.0,0.0
02QA036,0.0,0.4255076431667807,0.4905315993611682
02QB011,1.0,0.15605749486652976,0.0
02QC001,0.9970339949806069,0.1558293406342688,0.0
02QC003,0.0,0.0,0.0
02QC004,0.0,0.0,0.0
02QC007,0.0,0.0,0.0
02QC008,0.0,0.0,0.0
02QC009,1.0,0.999315537303217,0.5256673511293635
02QC017,0.4020077572438969,0.07392197125256672,0.0
02RC011,1.0,0.999087383070956,0.5881816107688798
02RD002,1.0,0.5833903718913986,0.0
02RD003,1.0,0.9977184576773899,0.5614875655943418
02RD007,0.0,0.2630618297969427,0.5881816107688798
02RE001,0.0,0.0,0.0
02RE002,0.0,0.0,0.0
02RF001,1.0,1.0,0.5881816107688798
02RF002,1.0,0.9646360939995436,0.0666210358202145
02RF006,0.9034907597535934,0.0,0.0
02RG005,1.0,0.999771845767739,0.5881816107688798
02RG012,0.0,0.0,0.0
02RG018,0.0,0.0,0.0
02RH027,0.86652977412731,0.999771845767739,0.618982432124116
02RH034,0.0,0.0,0.0
02RH035,1.0,0.999771845767739,0.5881816107688798
02RH045,1.0,0.9977184576773899,0.5881816107688798
02RH046,0.0,0.0,0.0
02RH047,0.9167237052247319,0.5176819530002281,0.0
02RH048,1.0,0.1040383299110198,0.0
02RH049,1.0,0.41341546885694724,0.0
02RH056,0.0,0.0,0.0
02RH066,0.0,0.8040155144877937,0.5881816107688798
02RH067,0.0,0.6618754277891855,0.5881816107688798
02RH068,0.0,0.18024184348619665,0.0
02RH073,0.0,0.6634725074150125,0.5881816107688798
02SC003,0.8227241615331964,0.0,0.0
02SC004,0.6367784622404746,0.0,0.0
02UC002,1.0,0.9256217202829112,0.5881816107688798
02UC003,0.0,0.0,0.0
02UC004,0.0,0.0,0.0
02UC005,0.3171343828428017,0.0,0.0
02UC006,0.25507643166780747,0.0,0.0
02VA001,0.3013917408167921,0.0,0.0
02VA003,0.7184576773899156,0.0,0.0
02VB001,0.0,0.0,0.0
02VB003,0.0,0.0,0.0
02VB004,1.0,0.7136664385124344,0.0
02VC001,1.0,0.999771845767739,0.5528177047684235
02VC002,0.0,0.0,0.0
02WA001,0.4827743554642938,0.0,0.0
02WA002,0.0,0.0,0.0
02WA003,0.0,0.0,0.0
02WB001,0.0,0.0,0.0
02WB002,0.05840748345881819,0.0,0.0
02WB003,1.0,1.0,0.5881816107688798
02WC001,0.9037189139858545,0.0,0.0
02WC002,0.4843714350901209,0.0,0.0
02WD001,0.9130732375085557,0.0,0.0
02XA003,0.9803787360255533,1.0,1.0
02XA004,0.9974903034451289,0.12502851927903258,0.0
02XA006,0.0,0.0,0.0
02XA007,0.9032626055213324,0.0,0.0
02XB001,0.0,0.0,0.0
02XB002,0.9002966005019393,0.0,0.0
02XC001,0.9956650695870408,0.7784622404745608,0.5881816107688798
02XD001,0.48345881816107694,0.0,0.0
