,train,validation,test
02GA036,0.23076923076923073,0.0,0.0
02GA037,0.8461538461538461,0.0,0.0
02GA042,0.46153846153846156,1.0,1.0
02GA043,0.15384615384615385,1.0,1.0
02GA044,0.0,0.6923076923076923,1.0
02GA045,0.0,0.6923076923076923,1.0
02GA046,0.0,0.6923076923076923,1.0
02GA047,0.0,0.3846153846153846,1.0
02GA048,0.0,0.07692307692307687,1.0
02GB007,1.0,1.0,0.7692307692307692
02GB011,0.0,0.0,0.0
02GC002,1.0,1.0,1.0
02GC009,0.0,0.0,0.0
02GC010,1.0,0.7692307692307692,1.0
02GC011,0.0,0.07692307692307687,1.0
02GC018,1.0,1.0,1.0
02GC021,0.9230769230769231,0.07692307692307687,0.8461538461538461
02GC029,0.7692307692307692,1.0,1.0
02GC030,0.6153846153846154,0.7692307692307692,1.0
02GC031,0.6153846153846154,1.0,1.0
02GC032,0.5384615384615384,0.0,0.0
02GC033,0.5384615384615384,0.0,0.0
02GC034,0.3846153846153846,0.46153846153846156,0.0
02GC036,0.0,0.0,0.8461538461538461
02GC037,0.0,0.0,0.3076923076923077
02GC038,0.0,0.0,0.23076923076923073
02GD004,1.0,1.0,1.0
02GD006,0.0,0.0,0.0
02GD009,0.7692307692307692,0.07692307692307687,1.0
02GD010,1.0,0.23076923076923073,1.0
02GD013,0.7692307692307692,0.0,0.0
02GD019,1.0,0.46153846153846156,1.0
02GD021,1.0,1.0,1.0
02GD022,0.5384615384615384,0.0,0.15384615384615385
02GD023,0.6153846153846154,0.46153846153846156,0.0
02GD024,0.3846153846153846,0.0,0.0
02GD025,0.3846153846153846,0.0,0.0
02GD027,0.0,0.3846153846153846,1.0
02GD028,0.0,0.3846153846153846,1.0
02GE005,1.0,0.9230769230769231,1.0
02GE007,1.0,0.46153846153846156,0.9230769230769231
02GE008,0.0,0.3846153846153846,1.0
02GF001,0.0,0.0,0.0
02GG002,1.0,1.0,1.0
02GG003,0.8461538461538461,1.0,1.0
02GG004,0.23076923076923073,0.0,0.0
02GG005,0.8461538461538461,0.3846153846153846,1.0
02GG006,1.0,1.0,1.0
02GG007,0.23076923076923073,0.0,0.0
02GG009,1.0,1.0,1.0
02GG013,0.0,0.07692307692307687,1.0
02GH001,0.8461538461538461,0.0,0.0
02GH003,1.0,1.0,1.0
02GH004,1.0,1.0,0.46153846153846156
02GH011,0.7692307692307692,0.8461538461538461,0.9230769230769231
02GH013,0.46153846153846156,0.0,0.0
02GH014,0.46153846153846156,0.0,0.0
02GH016,0.0,0.0,0.15384615384615385
02HA006,1.0,1.0,1.0
02HA014,0.9230769230769231,0.7692307692307692,0.6923076923076923
02HA015,0.46153846153846156,0.0,0.0
02HA016,0.46153846153846156,0.0,0.0
02HA020,0.6153846153846154,1.0,1.0
02HA022,0.46153846153846156,0.7692307692307692,0.3846153846153846
02HA023,0.46153846153846156,0.6923076923076923,0.0
02HA027,0.3076923076923077,0.15384615384615385,0.0
02HA030,0.0,0.07692307692307687,1.0
02HA031,0.0,0.07692307692307687,1.0
02HA032,0.0,0.0,0.23076923076923073
02HB004,1.0,1.0,1.0
02HB012,1.0,1.0,1.0
02HB021,0.6923076923076923,0.6153846153846154,1.0
02HB022,0.46153846153846156,1.0,1.0
02HB023,0.6153846153846154,0.9230769230769231,1.0
02HB027,0.0,0.3846153846153846,1.0
02HB028,0.0,0.07692307692307687,0.9230769230769231
02HB029,0.0,0.07692307692307687,1.0
02HB030,0.0,0.07692307692307687,0.6153846153846154
02HB031,0.0,0.07692307692307687,0.9230769230769231
02HC007,0.0,0.0,0.0
02HC009,1.0,1.0,1.0
02HC011,0.0,0.0,0.0
02HC013,1.0,0.46153846153846156,0.9230769230769231
02HC018,1.0,1.0,1.0
02HC019,1.0,1.0,0.7692307692307692
02HC025,1.0,0.7692307692307692,0.9230769230769231
02HC028,1.0,1.0,0.9230769230769231
02HC030,1.0,1.0,1.0
02HC031,1.0,1.0,1.0
02HC033,1.0,1.0,1.0
02HC036,0.0,0.0,0.0
02HC037,0.0,0.0,0.0
02HC038,0.6153846153846154,0.07692307692307687,0.9230769230769231
02HC040,0.0,0.0,0.0
02HC043,0.0,0.0,0.0
02HC044,0.0,0.0,0.0
02HC045,0.0,0.0,0.0
02HC046,0.0,0.0,0.0
02HC047,1.0,0.46153846153846156,1.0
02HC049,0.46153846153846156,1.0,0.9230769230769231
02HC051,0.0,0.3846153846153846,1.0
02HC053,0.0,0.3846153846153846,1.0
02HC054,0.0,0.3846153846153846,1.0
02HC055,0.0,0.3846153846153846,1.0
02HC056,0.0,0.07692307692307687,1.0
02HC058,0.0,0.07692307692307687,0.9230769230769231
02HC106,0.0,0.0,0.0
02HC114,0.0,0.0,0.0
02HD001,0.0,0.0,0.0
02HD002,0.0,0.0,0.0
02HD006,1.0,0.23076923076923073,0.9230769230769231
02HD008,1.0,1.0,1.0
02HD009,1.0,0.7692307692307692,0.9230769230769231
02HD012,1.0,1.0,1.0
02HD013,1.0,1.0,0.5384615384615384
02HD018,0.0,0.3846153846153846,1.0
02HD019,0.0,0.3846153846153846,1.0
02HD020,0.0,0.07692307692307687,1.0
02HD021,0.0,0.07692307692307687,0.9230769230769231
02HD022,0.0,0.07692307692307687,1.0
02HD023,0.0,0.07692307692307687,1.0
02HD024,0.0,0.0,0.15384615384615385
02HE001,0.8461538461538461,0.0,0.0
02HE003,0.0,0.0,0.0
02HE004,0.0,0.07692307692307687,1.0
02HF004,0.8461538461538461,0.0,0.0
02HG001,1.0,0.9230769230769231,0.0
02HG003,0.0,0.07692307692307687,0.7692307692307692
02HH003,0.0,0.23076923076923073,0.9230769230769231
02HJ001,1.0,1.0,1.0
02HJ005,0.0,0.3846153846153846,1.0
02HJ006,0.0,0.07692307692307687,1.0
02HJ007,0.0,0.07692307692307687,1.0
02HK007,1.0,1.0,1.0
02HK008,1.0,0.9230769230769231,1.0
02HK015,0.0,0.07692307692307687,1.0
02HK016,0.0,0.07692307692307687,1.0
02HK017,0.0,0.07692307692307687,1.0
02HL003,1.0,1.0,1.0
02HL004,1.0,1.0,1.0
02HL005,1.0,1.0,1.0
02HL006,0.6923076923076923,0.0,0.0
02HL008,0.0,0.07692307692307687,1.0
02HL102,0.0,0.0,0.0
02HL103,0.0,0.0,0.0
02HM004,1.0,1.0,1.0
02HM005,1.0,1.0,1.0
02HM009,0.46153846153846156,0.6923076923076923,1.0
02HM011,0.0,0.07692307692307687,1.0
02JB003,0.0,0.0,0.0
02JB004,0.0,0.0,0.0
02JB013,1.0,1.0,0.6153846153846154
02JC008,1.0,1.0,0.9230769230769231
02JC009,0.0,0.0,0.0
02JE014,0.0,0.0,0.0
02JE027,0.0,0.07692307692307687,0.9230769230769231
02KA003,1.0,0.15384615384615385,0.0
02KA005,0.5384615384615384,0.0,0.0
02KA009,0.46153846153846156,0.0,0.0
02KA015,0.0,0.0,0.6923076923076923
02KC014,0.3076923076923077,0.0,0.0
02KC018,0.0,0.0,0.8461538461538461
02KD002,0.9230769230769231,0.07692307692307687,1.0
02KF011,1.0,1.0,1.0
02KF015,0.6153846153846154,0.23076923076923073,1.0
02KF016,0.5384615384615384,1.0,1.0
02KF017,0.15384615384615385,0.9230769230769231,1.0
02LA007,1.0,1.0,1.0
02LA008,0.0,0.0,0.0
02LA013,0.15384615384615385,0.0,0.0
02LB006,1.0,1.0,0.9230769230769231
02LB007,1.0,1.0,0.9230769230769231
02LB008,1.0,1.0,1.0
02LB018,1.0,0.9230769230769231,0.8461538461538461
02LB020,1.0,0.6153846153846154,1.0
02LB022,1.0,0.6153846153846154,1.0
02LB032,0.0,0.3076923076923077,1.0
02LC020,0.0,0.0,0.0
02LC025,0.3846153846153846,0.0,0.0
02LC043,1.0,1.0,0.6153846153846154
02LD001,0.0,0.0,0.0
02LD002,0.0,0.0,0.0
02LD005,1.0,1.0,0.6153846153846154
02LG005,1.0,1.0,0.6153846153846154
02LH004,1.0,0.6153846153846154,0.0
02LH012,0.0,0.0,0.0
02LH013,0.0,0.0,0.0
02LH032,0.0,0.23076923076923073,0.6153846153846154
02MA001,0.0,0.07692307692307687,0.9230769230769231
02MB006,0.9230769230769231,0.46153846153846156,1.0
02MB010,0.46153846153846156,1.0,1.0
02MC001,1.0,1.0,1.0
02MC026,0.9230769230769231,1.0,0.9230769230769231
02MC027,0.5384615384615384,0.07692307692307687,1.0
02MC028,0.7692307692307692,0.46153846153846156,1.0
02MC030,0.6923076923076923,0.9230769230769231,0.6923076923076923
02MC036,0.0,0.3076923076923077,1.0
02NE007,0.0,0.0,0.0
02NE011,1.0,0.6923076923076923,0.6153846153846154
02NF003,1.0,1.0,0.6153846153846154
02NF004,0.0,0.0,0.0
02OA025,0.5384615384615384,0.0,0.0
02OA030,0.6923076923076923,0.0,0.0
02OA055,0.6153846153846154,0.0,0.0
02OA056,0.0,0.0,0.0
02OA057,1.0,1.0,0.6153846153846154
02OA059,0.0,0.0,0.0
02OA062,0.0,0.0,0.0
02OA078,0.0,0.0,0.0
02OA085,0.0,0.0,0.0
02OA090,0.0,0.0,0.0
02OB033,0.3076923076923077,0.6153846153846154,0.0
02OB037,1.0,1.0,0.6153846153846154
02OC019,0.3076923076923077,0.3076923076923077,0.0
02OD003,1.0,0.8461538461538461,0.0
02OD011,0.3846153846153846,0.0,0.0
02OD013,0.0,0.0,0.0
02OD018,0.0,0.0,0.0
02OE013,0.0,0.0,0.0
02OE018,1.0,0.07692307692307687,0.0
02OE027,1.0,1.0,0.6153846153846154
02OE035,0.0,0.0,0.0
02OE036,0.0,0.0,0.0
02OE050,0.0,0.0,0.0
02OF021,0.0,0.0,0.0
02OG017,0.0,0.0,0.0
02OG018,0.0,0.0,0.0
02OG026,1.0,0.9230769230769231,0.6153846153846154
02OG030,0.0,0.0,0.0
02OG036,0.0,0.0,0.0
02OG037,0.3846153846153846,0.0,0.0
02OG046,0.3076923076923077,0.3846153846153846,0.0
02OH008,1.0,1.0,0.23076923076923073
02OH011,0.0,0.3846153846153846,0.0
02OJ001,0.0,0.0,0.0
02OJ007,1.0,1.0,1.0
02OJ023,0.0,0.0,0.0
02OJ024,1.0,1.0,0.6153846153846154
02PA006,0.15384615384615385,0.0,0.0
02PA007,1.0,1.0,0.6153846153846154
02PB004,0.0,0.0,0.0
02PB005,0.0,0.0,0.0
02PB007,0.0,0.0,0.0
02PB033,0.0,0.0,0.0
02PC009,1.0,0.5384615384615384,0.0
02PC015,0.23076923076923073,0.0,0.0
02PC017,0.0,0.3846153846153846,0.6153846153846154
02PC018,0.5384615384615384,1.0,0.6153846153846154
02PD002,1.0,1.0,0.6153846153846154
02PD012,1.0,1.0,0.6153846153846154
02PD013,1.0,1.0,0.6153846153846154
02PD014,1.0,1.0,0.6153846153846154
02PD015,1.0,1.0,0.46153846153846156
02PE014,1.0,1.0,0.6153846153846154
02PE015,0.0,0.0,0.0
02PG004,0.0,0.0,0.0
02PG006,1.0,1.0,0.6153846153846154
02PG019,0.0,0.0,0.0
02PG022,1.0,1.0,0.6153846153846154
02PJ007,1.0,0.8461538461538461,0.0
02PJ027,0.3846153846153846,0.0,0.0
02PJ028,0.0,0.0,0.0
02PJ029,0.0,0.0,0.0
02PJ030,1.0,1.0,0.6153846153846154
02PJ033,0.0,0.0,0.0
02PJ034,0.5384615384615384,1.0,0.6153846153846154
02PJ036,0.0,0.0,0.0
02PJ037,0.0,0.0,0.0
02PJ039,0.0,0.0,0.0
02PJ040,0.0,0.0,0.0
02PK005,1.0,0.6153846153846154,0.0
02PK007,0.0,0.0,0.0
02PK009,0.0,0.0,0.5384615384615384
02PL001,0.0,0.0,0.0
02PL005,1.0,1.0,0.6153846153846154
02PL007,1.0,0.6153846153846154,0.0
02PL009,1.0,0.8461538461538461,0.0
02PL011,0.0,0.0,0.0
02PL012,1.0,0.15384615384615385,0.0
02PL015,0.0,0.07692307692307687,0.15384615384615385
02PL016,0.0,0.46153846153846156,0.0
02QA002,1.0,1.0,0.6153846153846154
02QA017,1.0,0.5384615384615384,0.0
02QA026,0.0,0.0,0.0
02QA036,0.0,0.5384615384615384,0.6153846153846154
02QB011,1.0,0.23076923076923073,0.0
02QC001,1.0,0.23076923076923073,0.0
02QC003,0.0,0.0,0.0
02QC004,0.0,0.0,0.0
02QC007,0.0,0.0,0.0
02QC008,0.0,0.0,0.0
02QC009,1.0,1.0,0.6153846153846154
02QC017,0.46153846153846156,0.15384615384615385,0.0
02RC011,1.0,1.0,0.6153846153846154
02RD002,1.0,0.6153846153846154,0.0
02RD003,1.0,1.0,0.6153846153846154
02RD007,0.0,0.3076923076923077,0.6153846153846154
02RE001,0.0,0.0,0.0
02RE002,0.0,0.0,0.0
02RF001,1.0,1.0,0.6153846153846154
02RF002,1.0,1.0,0.15384615384615385
02RF006,0.9230769230769231,0.0,0.0
02RG005,1.0,1.0,0.6153846153846154
02RG012,0.0,0.0,0.0
02RG018,0.0,0.0,0.0
02RH027,1.0,1.0,0.8461538461538461
02RH034,0.0,0.0,0.0
02RH035,1.0,1.0,0.6153846153846154
02RH045,1.0,1.0,0.6153846153846154
02RH046,0.0,0.0,0.0
02RH047,1.0,0.6153846153846154,0.0
02RH048,1.0,0.23076923076923073,0.0
02RH049,1.0,0.5384615384615384,0.0
02RH056,0.0,0.0,0.0
02RH066,0.0,0.8461538461538461,0.6153846153846154
02RH067,0.0,0.6923076923076923,0.6153846153846154
02RH068,0.0,0.3076923076923077,0.0
02RH073,0.0,0.6923076923076923,0.6153846153846154
02SC003,0.8461538461538461,0.0,0.0
02SC004,0.6923076923076923,0.0,0.0
02UC002,1.0,1.0,0.6153846153846154
02UC003,0.0,0.0,0.0
02UC004,0.0,0.0,0.0
02UC005,0.3846153846153846,0.0,0.0
02UC006,0.3076923076923077,0.0,0.0
02VA001,0.3846153846153846,0.0,0.0
02VA003,0.7692307692307692,0.0,0.0
02VB001,0.0,0.0,0.0
02VB003,0.0,0.0,0.0
02VB004,1.0,0.7692307692307692,0.0
02VC001,1.0,1.0,0.6153846153846154
02VC002,0.0,0.0,0.0
02WA001,0.5384615384615384,0.0,0.0
02WA002,0.0,0.0,0.0
02WA003,0.0,0.0,0.0
02WB001,0.0,0.0,0.0
02WB002,0.15384615384615385,0.0,0.0
02WB003,1.0,1.0,0.6153846153846154
02WC001,0.9230769230769231,0.0,0.0
02WC002,0.5384615384615384,0.0,0.0
02WD001,0.9230769230769231,0.0,0.0
02XA003,1.0,1.0,1.0
02XA004,1.0,0.23076923076923073,0.0
02XA006,0.0,0.0,0.0
02XA007,0.9230769230769231,0.0,0.0
02XB001,0.0,0.0,0.0
02XB002,0.9230769230769231,0.0,0.0
02XC001,1.0,1.0,0.6153846153846154
02XD001,0.5384615384615384,0.0,0.0
02XD002,0.8461538461538461,0.07692307692307687,0.0
02YA001,1.0,0.23076923076923073,0.0
02YA002,0.6923076923076923,1.0,0.9230769230769231
02YC001,1.0,1.0,0.9230769230769231
02YD001,0.0,0.0,0.0
02YD002,1.0,1.0,0.9230769230769231
02YE001,0.8461538461538461,1.0,1.0
02YG001,0.6923076923076923,1.0,0.9230769230769231
02YH001,0.7692307692307692,0.3846153846153846,0.0
02YJ001,1.0,1.0,0.9230769230769231
02YK002,1.0,1.0,0.9230769230769231
02YK003,0.0,0.0,0.0
02YK004,0.0,0.0,0.0
02YK005,1.0,1.0,0.9230769230769231
02YK008,0.7692307692307692,1.0,0.9230769230769231
02YL001,1.0,1.0,0.9230769230769231
02YL004,0.9230769230769231,1.0,0.9230769230769231
02YL005,0.7692307692307692,1.0,0.9230769230769231
02YL008,0.5384615384615384,1.0,0.9230769230769231
02YL010,0.0,0.23076923076923073,0.0
02YL011,0.0,0.9230769230769231,0.9230769230769231
02YL012,0.0,0.0,0.23076923076923073
02YM001,1.0,0.23076923076923073,0.0
02YM003,1.0,1.0,0.9230769230769231
02YM004,0.3846153846153846,1.0,0.9230769230769231
02YN002,1.0,1.0,0.9230769230769231
02YN003,0.5384615384615384,0.23076923076923073,0.0
02YN004,0.0,0.5384615384615384,1.0
